MGI_Gene_Marker_ID,Symbol,Name,Chr,Qualifier,Annotated_Term,Context,Proteoform,Evidence,Inferred_From,References,component
MGI:2676872,Mir20a,microRNA 20a,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:2676872,Mir20a,microRNA 20a,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:2676872,Mir20a,microRNA 20a,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:2676872,Mir20a,microRNA 20a,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:2676872,Mir20a,microRNA 20a,14,NA,B cell apoptotic process,happens in precursor B cell,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676868,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619060,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619120,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619266,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619370,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619438,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619439,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3718454,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676868,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619060,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619120,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619266,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619370,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619438,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619439,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:3618748,Mir20b,microRNA 20b,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3718454,J:134861,B_cell_apoptotic_process
MGI:3619266,Mir25,microRNA 25,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,NA,J:134861,B_cell_apoptotic_process
MGI:3619266,Mir25,microRNA 25,5,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,NA,J:134861,B_cell_apoptotic_process
MGI:3629918,Mir92-1,microRNA 92-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3629918,Mir92-1,microRNA 92-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3629918,Mir92-1,microRNA 92-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3629918,Mir92-1,microRNA 92-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3629918,Mir92-1,microRNA 92-1,14,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:3629918,Mir92-1,microRNA 92-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3629918,Mir92-1,microRNA 92-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3629918,Mir92-1,microRNA 92-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3629918,Mir92-1,microRNA 92-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3629918,Mir92-1,microRNA 92-1,14,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676868,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3618748,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619060,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619120,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619266,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619370,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619439,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3718454,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676868,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3618748,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619060,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619120,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619266,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619370,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619439,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:3619438,Mir92-2,microRNA 92-2,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3718454,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676868,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3618748,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619060,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619120,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619266,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619370,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619438,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3718454,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676868,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3618748,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619060,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619120,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619266,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619370,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619438,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:3619439,Mir93,microRNA 93,5,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3718454,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676868,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3618748,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619060,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619266,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619370,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619438,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619439,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3718454,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676868,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3618748,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619060,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619266,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619370,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619438,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3619439,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3629917,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3629918,J:134861,B_cell_apoptotic_process
MGI:3619120,Mir106a,microRNA 106a,X,NA,negative regulation of B cell apoptotic process,negatively regulates B cell apoptotic process,NA,IGI,MGI:3718454,J:134861,B_cell_apoptotic_process
MGI:3619060,Mir106b,microRNA 106b,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676844,J:134861,B_cell_apoptotic_process
MGI:3619060,Mir106b,microRNA 106b,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676868,J:134861,B_cell_apoptotic_process
MGI:3619060,Mir106b,microRNA 106b,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:2676872,J:134861,B_cell_apoptotic_process
MGI:3619060,Mir106b,microRNA 106b,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3618743,J:134861,B_cell_apoptotic_process
MGI:3619060,Mir106b,microRNA 106b,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3618748,J:134861,B_cell_apoptotic_process
MGI:3619060,Mir106b,microRNA 106b,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619065,J:134861,B_cell_apoptotic_process
MGI:3619060,Mir106b,microRNA 106b,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619120,J:134861,B_cell_apoptotic_process
MGI:3619060,Mir106b,microRNA 106b,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619266,J:134861,B_cell_apoptotic_process
MGI:3619060,Mir106b,microRNA 106b,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619370,J:134861,B_cell_apoptotic_process
MGI:3619060,Mir106b,microRNA 106b,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619438,J:134861,B_cell_apoptotic_process
MGI:3619060,Mir106b,microRNA 106b,5,NA,B cell apoptotic process,happens in B cell,NA,IGI,MGI:3619439,J:134861,B_cell_apoptotic_process
